"geneSymbol","diseaseName"
"FGA","Afibrinogenemia|Osteoporosis, Age-Related|Cholestasis|Drug toxicity|Hepatitis, Toxic|Kidney Diseases|Mouth Neoplasms|Osteoporosis|Osteoporosis, Senile|Pulmonary Embolism|Cerebrovascular accident|Thrombosis|Adverse reaction to drug|Thrombus|Malignant neoplasm of mouth|Amyloidosis, familial visceral|Dysfibrinogenemia, Congenital|Thrombophilia|Pulmonary Thromboembolisms|Amyloidosis, Familial|Post-Traumatic Osteoporosis|Acute Cerebrovascular Accidents|Drug-Induced Liver Disease|Hepatitis, Drug-Induced|Venous Thromboembolism|Congenital hypofibrinogenemia|Drug-Induced Acute Liver Injury|Fibrinogen dusart phenotype|Chemical and Drug Induced Liver Injury|Chemically-Induced Liver Toxicity|Fibrinogen Deficiency"
"FGB","Afibrinogenemia|Osteoporosis, Age-Related|Osteoporosis|Osteoporosis, Senile|Parkinson Disease|Dysfibrinogenemia, Congenital|Post-Traumatic Osteoporosis|Congenital hypofibrinogenemia|Fibrinogen Deficiency"
"FGD1","Congenital Foot Deformity|Growth Disorders|Attention Deficit Disorder|Urogenital Abnormalities|Aarskog syndrome|Cranioschisis|Craniofacial Abnormalities|Congenital neurologic anomalies|Mental Retardation, X-Linked|Attention deficit hyperactivity disorder|Minimal Brain Dysfunction|Autosomal recessive facio-digito-genital syndrome"
"FGD2","Corpus Luteum Cyst|Ovarian Cysts"
"FGD4","CHARCOT-MARIE-TOOTH DISEASE, TYPE 4H"
"FGD5","Malignant neoplasm of breast|Breast Carcinoma|Mammary Neoplasms, Human|Mammary Neoplasms|Mammary Carcinoma, Human"
"FGD6","Malignant mesothelioma|exudative macular degeneration"
"FGF1","Hypotension|leukemia|Mesothelioma|Pulmonary Fibrosis|Weight Gain|Myocardial Ischemia|ovarian neoplasm|Malignant neoplasm of ovary|Alveolitis, Fibrosing"
"FGF10","Malignant neoplasm of breast|Cleft upper lip|Cleft Palate|Prostatic Neoplasms|Congenital small ears|Polydactyly|Aplasia of Lacrimal and Salivary Glands|Lacrimoauriculodentodigital syndrome|Malignant neoplasm of prostate|Breast Carcinoma|Congenital hypoplasia of radius|Mammary Neoplasms, Human|Mammary Neoplasms|Cleft palate, isolated|Mammary Carcinoma, Human"
"FGF12","Hepatomegaly|Epileptic encephalopathy|EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 47"
"FGF13","Neoplasm Metastasis|Pancreatic Neoplasm|Malignant neoplasm of pancreas"
"FGF14","Cartilage Diseases|Cognition Disorders|Chondromalacia|Inherited neuropathies|SPINOCEREBELLAR ATAXIA 27"
"FGF16","Adenoid Cystic Carcinoma|Neoplasm Invasiveness|METACARPAL 4-5 FUSION"
"FGF17","Bipolar Disorder|Mental Depression|Depressive disorder|Kallmann Syndrome|Idiopathic hypogonadotropic hypogonadism|HYPOGONADOTROPIC HYPOGONADISM 20 WITH OR WITHOUT ANOSMIA"
"FGF18","Diaphragmatic Hernia|Degenerative polyarthritis|Polycystic Ovary Syndrome|Osteoarthrosis Deformans|Malignant mesothelioma|Sclerocystic Ovaries"
"FGF19","Liver carcinoma"
"FGF2","Cleft upper lip|Cleft Palate|Cocaine Abuse|Endogenous depression|Depressive disorder|Tonic-Clonic Epilepsy|Glioma|Gliosis|Cardiomegaly|Diaphragmatic Hernia|Inflammation|Jacksonian Seizure|Kidney Diseases|Liver Cirrhosis|Liver Cirrhosis, Experimental|Melancholia|Mesothelioma|Nephrosclerosis|Nephrotic Syndrome|Nerve Degeneration|Oral Submucous Fibrosis|Periapical Periodontitis|Prenatal Exposure Delayed Effects|Prostatic Neoplasms|Pulmonary Fibrosis|Reperfusion Injury|Schizophrenia|Seizures|Thrombocythemia, Essential|Unipolar Depression|Corneal Neovascularization|Gestational Diabetes|Depressive Syndrome|Complex partial seizures|Myocardial Ischemia|Generalized seizures|Clonic Seizures|Disease Exacerbation|Cocaine-Related Disorders|Fibrosis, Liver|mixed gliomas|Visual seizure|Tonic Seizures|Epileptic drop attack|Depression, Neurotic|Malignant neoplasm of prostate|Anterior Cerebral Circulation Infarction|Seizures, Somatosensory|Seizures, Auditory|Olfactory seizure|Gustatory seizure|Vertiginous seizure|Tonic - clonic seizures|Periodontitis, Acute Nonsuppurative|Mood Disorders|Malignant Glioma|Cocaine Dependence|Non-epileptic convulsion|Single Seizure|Cryptogenic Tonic-Clonic Epilepsy|Epilepsy, Tonic-Clonic, Familial|Epilepsy, Tonic-Clonic, Symptomatic|Atonic Absence Seizures|Convulsive Seizures|Seizures, Focal|Seizures, Sensory|Anterior Circulation Brain Infarction|Brain Infarction, Posterior Circulation|Venous Infarction, Brain|Brain Infarction|Cardiac Hypertrophy|Cleft palate, isolated|Thrombocytosis, Autosomal Dominant|Nonepileptic Seizures|Astrocytosis|Convulsions|Absence Seizures|Epileptic Seizures|Myoclonic Seizures|Generalized Absence Seizures|Alveolitis, Fibrosing"
"FGF20","Bipolar Disorder|Mental Depression|Depressive disorder|Congenital absence of kidneys syndrome|RENAL HYPODYSPLASIA/APLASIA 2"
"FGF21","Alloxan Diabetes|Diabetes Mellitus, Experimental|Diabetes Mellitus, Insulin-Dependent|Diabetes Mellitus, Non-Insulin-Dependent|Fatty Liver|Obesity|Streptozotocin Diabetes|Diabetes, Autoimmune|Middle Cerebral Artery Syndrome|Brittle diabetes|Non-alcoholic Fatty Liver Disease|Middle Cerebral Artery Thrombosis|Middle Cerebral Artery Occlusion|Infarction, Middle Cerebral Artery|Middle Cerebral Artery Embolus|Left Middle Cerebral Artery Infarction|Embolic Infarction, Middle Cerebral Artery|Thrombotic Infarction, Middle Cerebral Artery|Right Middle Cerebral Artery Infarction|Steatohepatitis|Nonalcoholic Steatohepatitis|Diabetes Mellitus, Ketosis-Prone|Diabetes Mellitus, Sudden-Onset"
"FGF23","Calcinosis|Hyperphosphatemia (disorder)|Tumoral calcinosis|Autosomal dominant hypophosphatemic rickets|Microcalcification|Hypophosphatemic Rickets|TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL|TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL, 1|TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL, 2"
"FGF3","Malignant neoplasm of breast|Cleft upper lip|Cleft Palate|Sensorineural Hearing Loss (disorder)|Stomatognathic Diseases|Craniofacial Abnormalities|Neoplasm of uncertain or unknown behavior of breast|Breast Carcinoma|Breast adenocarcinoma|Mammary Neoplasms, Human|hearing impairment|Mammary Neoplasms|Sensory hearing loss|Dental Diseases|Otodental Dysplasia|Cleft palate, isolated|Deafness, Congenital, with Inner Ear Agenesis, Microtia, and Microdontia|Liver carcinoma|Oculootodental syndrome|Mammary Carcinoma, Human"
"FGF4","Malignant neoplasm of breast|Neoplasm of uncertain or unknown behavior of breast|Breast Carcinoma|Breast adenocarcinoma|Mammary Neoplasms, Human|Mammary Neoplasms|Liver carcinoma|Mammary Carcinoma, Human"
"FGF5","Atrial Fibrillation|Paroxysmal atrial fibrillation|Trichomegaly|Persistent atrial fibrillation|familial atrial fibrillation|Familial isolated trichomegaly"
"FGF6","AMYOTROPHIC LATERAL SCLEROSIS 1|Amyotrophic Lateral Sclerosis, Sporadic|Amyotrophic Lateral Sclerosis, Familial"
"FGF7","Spontaneous abortion|Abortion, Tubal|Benign prostatic hypertrophy|Cleft upper lip|Cleft Palate|Gingival Hyperplasia|Liver Cirrhosis|Pulmonary Fibrosis|Reperfusion Injury|Fibrosis, Liver|Lung Injury|Prostatic Adenoma|Benign Prostatic Hyperplasia|Prostatic Hypertrophy|Cleft palate, isolated|Chronic Lung Injury|Prostatic Hyperplasia|Early Pregnancy Loss|Miscarriage|Alveolitis, Fibrosing"
"FGF8","Cleft upper lip|Cleft Palate|DiGeorge Syndrome|Holoprosencephaly|Kallmann Syndrome|Shprintzen syndrome|Cardiovascular Abnormalities|Craniofacial Abnormalities|Lobar Holoprosencephaly|Alobar Holoprosencephaly|Semilobar Holoprosencephaly|CONOTRUNCAL ANOMALY FACE SYNDROME|Kallmann Syndrome 1|Kallmann Syndrome 2 (disorder)|Cleft palate, isolated|Kallmann syndrome, type 3, recessive|22q11 Deletion Syndrome|HYPOGONADOTROPIC HYPOGONADISM 6 WITH OR WITHOUT ANOSMIA"
"FGF9","Adenocarcinoma|Non-Small Cell Lung Carcinoma|Cleft upper lip|Cleft Palate|Lung Neoplasms|Multiple synostosis syndrome|Adenocarcinoma, Basal Cell|Adenocarcinoma, Oxyphilic|Carcinoma, Cribriform|Carcinoma, Granular Cell|Adenocarcinoma, Tubular|Malignant neoplasm of lung|Multiple synostoses syndrome 1|Malignant mesothelioma|Cleft palate, isolated|Multiple Synostoses Syndrome 3"
"FGFR1","Astrocytoma|Bipolar Disorder|Malignant neoplasm of breast|Malignant Neoplasms|Non-Small Cell Lung Carcinoma|Squamous cell carcinoma|Cleft upper lip|Cleft Palate|Craniosynostosis|Mental Depression|Endogenous depression|Depressive disorder|Glioma|Head and Neck Neoplasms|Heart valve disease|Hypodontia|Lung Neoplasms|Melancholia|Myeloproliferative disease|Acrocephaly|Schizophrenia|Unipolar Depression|Hypophosphatemia|Depressive Syndrome|Squamous cell carcinoma of lung|Small cell carcinoma of lung|Polydactyly|Kallmann Syndrome|Subependymal Giant Cell Astrocytoma|gliosarcoma|Pfeiffer Syndrome|Brachycephaly|Malignant neoplasm of lung|mixed gliomas|Scaphycephaly|Trigonocephaly|Malignant Head and Neck Neoplasm|Juvenile Pilocytic Astrocytoma|Diffuse Astrocytoma|Depression, Neurotic|Anaplastic astrocytoma|Protoplasmic astrocytoma|Gemistocytic astrocytoma|Fibrillary Astrocytoma|Pilocytic Astrocytoma|Giant Cell Glioblastoma|Childhood Cerebral Astrocytoma|Septo-Optic Dysplasia|Idiopathic hypogonadotropic hypogonadism|Large cell carcinoma of lung|Craniofacial Abnormalities|Encephalocraniocutaneous lipomatosis|Lobar Holoprosencephaly|Interfrontal craniofaciosynostosis|Osteoglophonic dwarfism|Neoplasm of uncertain or unknown behavior of breast|Mixed oligoastrocytoma|Malignant Glioma|Breast Carcinoma|Cerebral Astrocytoma|Intracranial Astrocytoma|Semilobar Holoprosencephaly|JACKSON-WEISS SYNDROME|Breast adenocarcinoma|Disproportionate short stature|Mammary Neoplasms, Human|Major Depressive Disorder|Mammary Neoplasms|Pilomyxoid astrocytoma|Kallmann Syndrome 1|Kallmann Syndrome 2 (disorder)|Grade I Astrocytoma|Synostotic Posterior Plagiocephaly|Cleft palate, isolated|Holoprosencephaly, Ectrodactyly, and Bilateral Cleft Lip-Palate|Cutis Gyrata Syndrome of Beare And Stevenson|Metopic synostosis|Kallmann syndrome, type 3, recessive|Synostotic Anterior Plagiocephaly|Craniofacial dysostosis type 1|Pfeiffer type acrocephalosyndactyly|CHROMOSOME 8p11 MYELOPROLIFERATIVE SYNDROME|Infiltrating duct carcinoma of female breast|Head and Neck Carcinoma|Oligodontia|Craniosynostosis, Type 1|Mammary Carcinoma, Human"
"FGFR1OP2","Myeloproliferative disease"
"FGFR2","Multiple congenital anomalies|Apert syndrome|Ankylosis|Bipolar Disorder|Malignant neoplasm of breast|Malignant neoplasm of endometrium|Non-Small Cell Lung Carcinoma|Cleft upper lip|Cleft Palate|Craniofacial Dysostosis|Craniosynostosis|Mental Depression|Depressive disorder|Developmental Coordination Disorder|Endometrial Neoplasms|Hamartoma Syndrome, Multiple|Head and Neck Neoplasms|Profound Mental Retardation|Liver Cirrhosis|Lung Neoplasms|Malignant neoplasm of stomach|Mental Retardation, Psychosocial|Motor Skills Disorders|Acrocephaly|Psychotic Disorders|Schizophrenia|Skin Abnormalities|Dermatologic disorders|Status Dysraphicus|Stomach Neoplasms|Tooth Abnormalities|Spina Bifida|Squamous cell carcinoma of lung|Adenocarcinoma of lung (disorder)|Congenital small ears|Polydactyly|Benign neoplasm of stomach|Carcinoma in situ of stomach|Saethre-Chotzen Syndrome|Cholangiocarcinoma|Limb Deformities, Congenital|Pfeiffer Syndrome|Brachycephaly|Fibrosis, Liver|Malignant neoplasm of lung|Lacrimoauriculodentodigital syndrome|Bannayan-Riley-Ruvalcaba Syndrome|Scaphycephaly|Trigonocephaly|Rachischisis|Malignant Head and Neck Neoplasm|Intrahepatic Cholangiocarcinoma|Carcinoma in situ of endometrium|Nonorganic psychosis|Craniofacial Abnormalities|Lhermitte-Duclos disease|Endometrial Carcinoma|Neoplasm of uncertain or unknown behavior of stomach|Odontome|Breast Carcinoma|Congenital hypoplasia of radius|Stomach Carcinoma|JACKSON-WEISS SYNDROME|Disproportionate short stature|Mental deficiency|Endometrial adenocarcinoma|Mammary Neoplasms, Human|Ovarian Serous Adenocarcinoma|Plagiocephaly, Nonsynostotic|Mammary Neoplasms|Acrocephalosyndactylia|Hereditary Diffuse Gastric Cancer|Synostotic Posterior Plagiocephaly|Cleft palate, isolated|Cutis Gyrata Syndrome of Beare And Stevenson|Antley-Bixler Syndrome with Disordered Steroidogenesis|Metopic synostosis|Apert-Crouzon Disease|SCAPHOCEPHALY, MAXILLARY RETRUSION, AND MENTAL RETARDATION|SCAPHOCEPHALY AND AXENFELD-RIEGER ANOMALY|PTEN Hamartoma Tumor Syndrome|Antley-Bixler Syndrome Phenotype|Synostotic Anterior Plagiocephaly|Craniofacial dysostosis type 1|Pfeiffer type acrocephalosyndactyly|Antley-Bixler Syndrome, Autosomal Dominant|Familial scaphocephaly syndrome|BENT BONE DYSPLASIA SYNDROME|Intellectual Disability|Extrahepatic Cholangiocarcinoma|Head and Neck Carcinoma|Craniosynostosis, Type 1|Mammary Carcinoma, Human"
"FGFR3","Achondroplasia|Malignant neoplasm of urinary bladder|Bladder Neoplasm|Carcinoma, Transitional Cell|Malignant tumor of cervix|Uterine Cervical Neoplasm|Cleft upper lip|Cleft Palate|Colorectal Carcinoma|Colorectal Neoplasms|Epilepsy|Epilepsies, Partial|Seborrheic keratosis|Multiple Myeloma|Seminoma|Thanatophoric Dysplasia|Lymphoma, T-Cell, Cutaneous|Adenocarcinoma of lung (disorder)|Congenital small ears|Polydactyly|Benign neoplasm of bladder|Carcinoma in situ of bladder|Saethre-Chotzen Syndrome|gliosarcoma|Brachycephaly|Lacrimoauriculodentodigital syndrome|Plagiocephaly|Cervix carcinoma|NEVUS, EPIDERMAL (disorder)|Giant Cell Glioblastoma|Syringocystadenoma Papilliferum|Hypochondroplasia (disorder)|Neoplasm of uncertain or unknown behavior of bladder|Congenital hypoplasia of radius|Carcinoma of bladder|Carcinoma in situ of uterine cervix|Disproportionate short stature|Thanatophoric dysplasia, type 2|Adenocarcinoma of large intestine|Testicular Germ Cell Tumor|hearing impairment|Cleft palate, isolated|Muenke Syndrome|CATSHL syndrome|THANATOPHORIC DYSPLASIA, TYPE I (disorder)|Achondroplasia, Severe, With Developmental Delay And Acanthosis Nigricans|CROUZON SYNDROME WITH ACANTHOSIS NIGRICANS (disorder)|Nevus, Keratinocytic, Nonepidermolytic|cervical cancer"
"FGFR4","Adenoid Cystic Carcinoma|Prostatic Neoplasms|Respiratory Distress Syndrome, Adult|Rhabdomyosarcoma|Adenocarcinoma of lung (disorder)|Malignant neoplasm of prostate"
"FGFRL1","Congenital diaphragmatic hernia|Congenital hernia of foramen of Morgagni|Congenital hernia of foramen of Bochdalek|Pitt-Rogers-Danks Syndrome|Wolf-Hirschhorn Syndrome"
"FGG","Afibrinogenemia|Keloid|Malignant neoplasm of stomach|Stomach Neoplasms|Dysfibrinogenemia, Congenital|Hypodysfibrinogenemia|Hereditary Diffuse Gastric Cancer|Congenital hypofibrinogenemia|Fibrinogen Deficiency"
"FGGY","Obesity|Weight Gain"
"FGL2","Liver Cirrhosis, Experimental|Dermatitis, Allergic Contact"
"FGR","Liver Cirrhosis, Experimental"
"FH","Kidney Neoplasm|Seizures|Carcinoma, Neuroendocrine|Fumarase deficiency|Endometrial Carcinoma|Malignant neoplasm of kidney|Renal carcinoma|Hereditary Leiomyomatosis and Renal Cell Cancer|Hereditary Paraganglioma-Pheochromocytoma Syndrome|Fumaric aciduria|Uterine leiomyosarcoma (less common)|Cutaneous leiomyosarcoma (less common)|Renal cell carcinoma, solitary papillary type 2 (about 20% of patients)"
"FHIT","Carcinoma|Non-Small Cell Lung Carcinoma|Drug abuse|Drug habituation|Drug Use Disorders|Liver neoplasms|Lung Neoplasms|Malignant neoplasm of stomach|Mesothelioma|Organic Mental Disorders, Substance-Induced|Prostatic Neoplasms|Stomach Neoplasms|Substance Dependence|Substance Use Disorders|Urologic Neoplasms|Anaplastic carcinoma|Carcinoma, Spindle-Cell|Undifferentiated carcinoma|Carcinomatosis|Amphetamine-Related Disorders|Amphetamine Addiction|Amphetamine Abuse|Substance-Related Disorders|Malignant neoplasm of lung|Malignant neoplasm of liver|Malignant neoplasm of prostate|Substance abuse problem|Cancer of Urinary Tract|Hereditary clear cell renal cell carcinoma|Drug Dependence|Hereditary Diffuse Gastric Cancer|Prescription Drug Abuse"
"FHL1","Liver Cirrhosis, Experimental|Reducing-body myopathy|Muscular Dystrophy, Emery-Dreifuss|X-Linked Emery-Dreifuss Muscular Dystrophy|Heart Failure, Diastolic|URUGUAY FACIOCARDIOMUSCULOSKELETAL SYNDROME|Myopathy, Reducing Body, X-Linked, Childhood-Onset|Myopathy, Reducing Body, X-Linked, Early-Onset, Severe|MYOPATHY, X-LINKED, WITH POSTURAL MUSCLE ATROPHY (disorder)|SCAPULOPERONEAL MYOPATHY, X-LINKED DOMINANT|Emery-Dreifuss Muscular Dystrophy 6, X-Linked|REDUCING BODY MYOPATHY, X-LINKED 1B, WITH LATE CHILDHOOD OR ADULT ONSET|REDUCING BODY MYOPATHY, X-LINKED 1A, SEVERE, WITH INFANTILE OR EARLY CHILDHOOD ONSET"
"FHL2","Malignant neoplasm of breast|Cardiomegaly|Leukemia, Myelocytic, Acute|Liver Cirrhosis, Experimental|Acute Myeloid Leukemia, M1|Familial dilated cardiomyopathy|Breast Carcinoma|Mammary Neoplasms, Human|Cardiac Hypertrophy|Mammary Neoplasms|Acute Myeloid Leukemia (AML-M2)|Mammary Carcinoma, Human"
"FHL3","Colorectal Carcinoma|Colorectal Neoplasms"
"FHL5","Cervical Migraine Syndrome|Hemicrania migraine|Migraine Disorders|Abdominal Migraine|Status Migrainosus|Acute Confusional Migraine|Sick Headaches"
"FHOD3","Hypertrophic Cardiomyopathy|Drug abuse|Drug habituation|Drug Use Disorders|Organic Mental Disorders, Substance-Induced|Substance Dependence|Substance Use Disorders|Substance-Related Disorders|Substance abuse problem|Drug Dependence|Prescription Drug Abuse"
"FIBIN","Heart Failure, Diastolic"
"FIBP","THAUVIN-ROBINET-FAIVRE SYNDROME"
"FIG4","Amyotrophic Lateral Sclerosis|Charcot-Marie-Tooth Disease|Roussy-Levy Syndrome (disorder)|Thumb absent|Charcot-Marie-Tooth Disease, Type Ia (disorder)|Charcot-Marie-Tooth Disease, Type Ib|Hereditary Motor and Sensory-Neuropathy Type II|Hereditary Motor and Sensory Neuropathy Type I|Yunis Varon syndrome|CHARCOT-MARIE-TOOTH DISEASE, TYPE 4J|Polymicrogyria, Bilateral Occipital|AMYOTROPHIC LATERAL SCLEROSIS 11|Aplasia/Hypoplasia of the thumb|Thumb aplasia|POLYMICROGYRIA, BILATERAL TEMPOROOCCIPITAL"
"FIGLA","Ovarian Failure, Premature|Premature Ovarian Failure 6"
"FIGNL1","Kidney Neoplasm|Malignant neoplasm of kidney"
"FILIP1","Malignant neoplasm of stomach|Osteoarthritis of hip|Stomach Neoplasms|Hereditary Diffuse Gastric Cancer"
"FIP1L1","Heart failure|Congestive heart failure|Left-Sided Heart Failure|Acute Promyelocytic Leukemia|Idiopathic Hypereosinophilic Syndrome|Eosinophilic leukemia|Loeffler's Endocarditis|Heart Failure, Right-Sided|Chronic eosinophilic leukemia|Hypereosinophilic syndrome|Myocardial Failure|Heart Decompensation"
"FIS1","Ventricular Remodeling|Left Ventricle Remodeling|Ceroid lipofuscinosis, neuronal 1, infantile"
"FJX1","Brain Neoplasms|Malignant neoplasm of brain|Benign neoplasm of brain, unspecified|Brain Tumor, Primary|Recurrent Brain Neoplasm|Primary malignant neoplasm of brain|Neoplasms, Intracranial"
"FKBP10","Osteogenesis imperfecta type III (disorder)|Osteogenesis imperfecta type IV (disorder)|Bruck syndrome|Bruck syndrome 2|Bruck syndrome 1|Kuskokwim disease|OSTEOGENESIS IMPERFECTA, TYPE XI"
"FKBP11","Adenocarcinoma of lung (disorder)"
"FKBP14","Ehlers-Danlos syndrome type 6|EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 2"
"FKBP15","Drug abuse|Drug habituation|Drug Use Disorders|Organic Mental Disorders, Substance-Induced|Substance Dependence|Substance Use Disorders|Amphetamine-Related Disorders|Amphetamine Addiction|Amphetamine Abuse|Substance-Related Disorders|Substance abuse problem|Drug Dependence|Prescription Drug Abuse"
"FKBP1A","Liver Cirrhosis, Experimental|Squamous cell carcinoma of esophagus"
"FKBP2","Malignant neoplasm of stomach|Stomach Neoplasms|Disease Exacerbation|Hereditary Diffuse Gastric Cancer"
"FKBP4","Unipolar Depression|Major Depressive Disorder"
"FKBP5","Alcoholic Intoxication, Chronic|Rheumatoid Arthritis|Bipolar Disorder|Mental Depression|Involutional Depression|Depressive disorder|Endometriosis|Neonatal disorder|Psychotic Disorders|Unipolar Depression|Endometrioma|Nonorganic psychosis|Neurobehavioral Manifestations|Mood Disorders|Major Depressive Disorder|Involutional paraphrenia|Psychosis, Involutional|clinical depression"
"FKBP6","Williams Syndrome"
"FKBPL","Malignant neoplasm of breast|Breast Carcinoma|Mammary Neoplasms, Human|Mammary Neoplasms|Mammary Carcinoma, Human"
