"marker_symbol","impc_significant_parameter_name","gene_id"
"Capn12","Mean left eye lens density|Fasted blood glucose concentration|Center average speed|Glucose|Lens Opacity|Mean right eye lens density|Lens|Max right eye lens density|Min left eye lens density","60594"
"Capza2","Viability Outcome","12343"
"Car13","BMC/Body weight","71934"
"Car14","Right total retinal thickness|Left total retinal thickness|Retina (combined)|Respiratory Exchange Ratio|Total food intake","23831"
"Car4","Mean right eye lens density|Forelimb grip strength normalised against body weight|Viability Outcome|Mean left eye lens density","12351"
"Car7","Free fatty acids|Total holepokes","12354"
"Card11","Testes|Thymus|Spleen|Uterus|End-Systolic Diameter|White blood cell count|% Pre-pulse inhibition - PPI3|Spleen weight|Hemoglobin|HDL-cholesterol","108723"
"Carf","ST|Urea (Blood Urea Nitrogen - BUN)","241066"
"Carm1","Latency to center entry|Viability Outcome|Lymphocyte cell count","59035"
"Carmil2","Coat - color - abdomen|Coat - color - head|Coat - color - back|Left total retinal thickness|Glucose|Cholesterol ratio|Response amplitude - S|Forelimb and hindlimb grip strength measurement mean","234695"
"Carmil3","Skin|Lymph node|Kidney","268747"
"Cartpt","Heart|Difference in Context and Conditioning Baseline % Freezing|Kidney|Fat mass|Locomotor activity|Lean mass|Neutrophil differential count|Large intestine","27220"
"Casc3","Heart|Outcome|Epididymis|Embryo Size|Delayed embryonic development|Viability Outcome","192160"
"Caskin1","Coat - color - abdomen|Urinary bladder|Coat - color - back|% Pre-pulse inhibition - Global|Response amplitude - S|Eye with optic nerve|Epididymis|Viability Outcome|Respiratory Exchange Ratio|% Pre-pulse inhibition - PPI3|% Pre-pulse inhibition - PPI2|Insulin|Coat - color - head","268932"
"Caskin2","Insulin","140721"
"Casp12","Forelimb and hindlimb grip strength measurement mean|Forelimb and hindlimb grip strength normalised against body weight","12364"
"Casp14","Thymus|Triglycerides|12kHz-evoked ABR Threshold|Spleen|Skin|Skin color - whole body","12365"
"Casp4","baseline Expiratory time|Glucose|baseline Enhanced pause","12363"
"Casq1","Total protein|Creatinine|Cholesterol ratio|Forelimb and hindlimb grip strength measurement mean|Forelimb and hindlimb grip strength normalised against body weight|Hemoglobin|Forelimb grip strength normalised against body weight|Forelimb grip strength measurement mean|HDL-cholesterol|% Freezing duration pre-cue-2","12372"
"Casq2","Edema|HRV|rMSSD|CV","12373"
"Casr","Insulin|Uterus|Whole arena resting time|Edema|Viability Outcome|Pancreas","12374"
"Cast","Hindlimb digit - number|Gait|RR|Hindlimbs - position|Hindlimb digit - shape|Response amplitude - S|Hindlimb nail - number|Phosphorus|Hindlimb digit - size","12380"
"Castor1","Mean cell volume|Eosinophil differential count|Mean corpuscular hemoglobin|Skin","71962"
"Casz1","Initial response to glucose challenge|rMSSD|Viability Outcome","69743"
"Catip","Mean corpuscular hemoglobin|Gross Findings Male","241112"
"Catsper3","12.5 Mch Inspiratory time|Adrenal gland|Gross Findings Male|Eye with optic nerve|baseline Inspiratory time|PBS Inspiratory time|12.5 Mch Frequency of breathing|50 Mch Expiratory time","76856"
"Catsperz","Bone Mineral Content (excluding skull)|Locomotor activity|% Pre-pulse inhibition - PPI3|Forelimb and hindlimb grip strength measurement mean|Forelimb and hindlimb grip strength normalised against body weight|Glucose","16528"
"Catsperz","Bone Mineral Content (excluding skull)|Locomotor activity|% Pre-pulse inhibition - PPI3|Forelimb and hindlimb grip strength measurement mean|Forelimb and hindlimb grip strength normalised against body weight|Glucose","67077"
"Cav1","HDL-cholesterol|HR|Forelimb grip strength normalised against body weight|Mean cell volume|Alanine aminotransferase|Total cholesterol|Fractional Shortening|Response amplitude - S|Mean corpuscular hemoglobin|LVAWd|White blood cell count","12288"
"Cav1","HDL-cholesterol|HR|Forelimb grip strength normalised against body weight|Mean cell volume|Alanine aminotransferase|Total cholesterol|Fractional Shortening|Response amplitude - S|Mean corpuscular hemoglobin|LVAWd|White blood cell count","12292"
"Cav1","HDL-cholesterol|HR|Forelimb grip strength normalised against body weight|Mean cell volume|Alanine aminotransferase|Total cholesterol|Fractional Shortening|Response amplitude - S|Mean corpuscular hemoglobin|LVAWd|White blood cell count","12389"
"Cav1","HDL-cholesterol|HR|Forelimb grip strength normalised against body weight|Mean cell volume|Alanine aminotransferase|Total cholesterol|Fractional Shortening|Response amplitude - S|Mean corpuscular hemoglobin|LVAWd|White blood cell count","54652"
"Cav2","Eye with optic nerve","12287"
"Cav2","Eye with optic nerve","12290"
"Cav2","Eye with optic nerve","12390"
"Cav3","Ovary|12kHz-evoked ABR Threshold|% Pre-pulse inhibition - PPI4|BMC/Body weight|% Pre-pulse inhibition - PPI3|Seminal vesicle|Liver","12391"
"Cav3","Ovary|12kHz-evoked ABR Threshold|% Pre-pulse inhibition - PPI4|BMC/Body weight|% Pre-pulse inhibition - PPI3|Seminal vesicle|Liver","58226"
"Cbarp","Center permanence time|Center distance travelled|Bone Mineral Content (excluding skull)|Percentage center time|Body length|Heart weight|BMC/Body weight|Number of rears - total|Center resting time|Number of center entries|Periphery permanence time|Spleen weight|Percentage center movement time","100503659"
"Cbl","Viability Outcome","12402"
"Cbl","Viability Outcome","80794"
"Cblif","Spleen - MPATH diagnostic term|Spleen - MPATH process term","14603"
"Cbln3","HR|RR|12kHz-evoked ABR Threshold","56410"
"Cbr2","Lens|Alpha-amylase|Lens Opacity","12409"
"Cbr3","Creatinine|Hemoglobin|Hematocrit|Total water intake|Locomotor activity|Bone Mineral Density (excluding skull)","109857"
"Cbx2","Viability Outcome|Forelimb and hindlimb grip strength measurement mean|Forelimb grip strength measurement mean|Forelimb and hindlimb grip strength normalised against body weight|Persistence of hyaloid vascular system","12416"
"Cbx4","Embryo Size|Fat mass|Center resting time|Lean mass","12418"
"Cbx5","Forelimb grip strength normalised against body weight|Fusion of processes|Fusion of vertebrae|Fructosamine|Red blood cell count|Transitional vertebrae|Glucose|Forelimb and hindlimb grip strength normalised against body weight|Magnesium","12419"
"Cbx6","BMC/Body weight|Glucose|Tibia|Creatinine|Fat/Body weight|Total cholesterol|Chloride|HDL-cholesterol|Lean/Body weight|Mean platelet volume|Fat mass|Sodium|Insulin|Alkaline phosphatase|Urea (Blood Urea Nitrogen - BUN)|Magnesium","494448"
"Ccdc116","Lean/Body weight|Initial response to glucose challenge|Fat mass|Lean mass","76872"
"Ccdc117","30kHz-evoked ABR Threshold","104479"
"Ccdc120","Free fatty acids|Glucose|Fasted blood glucose concentration","54648"
"Ccdc122","Red blood cell distribution width|Respiratory Exchange Ratio|Total food intake|Fat mass|Forelimb grip strength normalised against body weight|Forelimb grip strength measurement mean|Lean mass","108811"
"Ccdc124","Brain|Heart|Spleen|Liver|Lung","234388"
"Ccdc125","Tremor","76041"
"Ccdc127","Red blood cell distribution width|Bone Mineral Density (excluding skull)|Fructosamine|Lean/Body weight","67433"
"Ccdc134","Bone Mineral Content (excluding skull)|Viability Outcome","76457"
"Ccdc137","Viability Outcome","67291"
"Ccdc141","Distance travelled - total|Periphery average speed|Lymphocyte differential count|Whole arena average speed|Eosinophil differential count|Periphery distance travelled|Mean corpuscular hemoglobin","545428"
"Ccdc15","Light side time spent|Percent time in light|Percent time in dark|Dark side time spent","245902"
"Ccdc159","Gross Findings Male","67119"
"Ccdc166","Area under glucose response curve|12kHz-evoked ABR Threshold|6kHz-evoked ABR Threshold","223648"
"Ccdc170","Vocalization","100504234"
"Ccdc172","Center average speed","75645"
"Ccdc174","Outcome","232236"
"Ccdc178","LVAWs|Corneal opacity","70950"
"Ccdc18","Free fatty acids|Triglycerides","73254"
"Ccdc180","Left inner nuclear layer","381522"
"Ccdc181","Center distance travelled|Mean cell hemoglobin concentration|Mean corpuscular hemoglobin","74895"
"Ccdc186","Eye with optic nerve|Hemorrhage|Viability Outcome","213993"
"Ccdc189","Gross Findings Male|Center average speed|Total cholesterol|HDL-cholesterol","233899"
"Ccdc191","Gross Findings Male|Pupil Dilation|Lean mass|Fat mass","212153"
"Ccdc25","Spleen|Lens Opacity|Eye with optic nerve|Spontaneous movement|Basophil differential count|Basophil cell count","67179"
"Ccdc28a","RR|Periphery permanence time|Side changes|Center permanence time|Periphery resting time|Gross Findings Male|Iris Pigmentation|Percentage center time|Percentage center movement time|Whole arena resting time|Number of rears - total|HR|Time mobile light side","215814"
"Ccdc30","HR|rMSSD|RR","73332"
"Ccdc33","Tibia length|Right lung weight","382077"
"Ccdc34","Gross Findings Male","68201"
"Ccdc39","Creatinine|Viability Outcome|BMC/Body weight","51938"
"Ccdc50","Hematocrit|Area under glucose response curve","67501"
"Ccdc51","Fasted blood glucose concentration","66658"
"Ccdc59","Outcome|Viability Outcome","52713"
"Ccdc6","Creatinine|Sodium|Viability Outcome|Magnesium","76551"
"Ccdc65","Uterus|Viability Outcome|Insulin","105833"
"Ccdc69","Red blood cell distribution width|Total food intake|Bone Mineral Density (excluding skull)|Bone Mineral Content (excluding skull)","52570"
"Ccdc77","Heart - MPATH process term|Thyroxine","67200"
"Ccdc8","Forelimb grip strength normalised against body weight|Forelimb grip strength measurement mean|Fat mass","434130"
"Ccdc83","Monocyte cell count|Retina (combined)|White blood cell count|LVPWd|Lymphocyte cell count|Cholesterol ratio|LVAWd","75338"
"Ccdc85a","Bone Mineral Density (excluding skull)|Forelimb and hindlimb grip strength measurement mean|Forelimb and hindlimb grip strength normalised against body weight","216613"
"Ccdc85b","Percent time in dark|Percent time in light","240514"
"Ccdc88b","Monocyte cell count|Spleen weight|Fasted blood glucose concentration|Lymph node|White blood cell count|Kidney|Neutrophil cell count|Lymphocyte cell count","78317"
"Ccdc88c","18kHz-evoked ABR Threshold|24kHz-evoked ABR Threshold|Testes|30kHz-evoked ABR Threshold","68339"
"Ccdc92","BMC/Body weight|24kHz-evoked ABR Threshold|Forelimb and hindlimb grip strength measurement mean|Bone Mineral Content (excluding skull)|Eosinophil cell count|Neutrophil cell count|Bone Mineral Density (excluding skull)|Insulin|Brain weight|Total cholesterol|Viability Outcome|Basophil cell count|Liver weight|Heart","215707"
"Ccdc9b","% Pre-pulse inhibition - PPI3|% Pre-pulse inhibition - Global|Locomotor activity|% Pre-pulse inhibition - PPI4|% Pre-pulse inhibition - PPI2","214239"
"Cchcr1","Number of rears - total|Fat/Body weight","240084"
"Cck","Kidney","12424"
"Cckar","Urinary bladder","12425"
"Cckbr","Hindpaw - shape|Lymphocyte differential count|Neutrophil differential count","12426"
"Ccl20","Alkaline phosphatase|Total cholesterol","20297"
"Ccl22","Viability Outcome","20299"
"Ccl25","Spleen|Fasted blood glucose concentration","20300"
"Ccl26","Area under glucose response curve|Time mobile dark side|% Pre-pulse inhibition - Global|Insulin","541307"
"Ccl27a","Total bilirubin","20301"
"Ccl28","Thymus|Spleen|Skin|Heart|Uterus|Forelimb and hindlimb grip strength normalised against body weight|Liver|Eye with optic nerve","56838"
"Ccl3","Bone Mineral Content (excluding skull)","20302"
"Ccl9","Total cholesterol|Heart|Insulin|HDL-cholesterol","20308"
"Ccn3","Spleen|Liver|Heart|Uterus|Kidney|Eye with optic nerve","18133"
"Ccn5","6kHz-evoked ABR Threshold","22403"
"Ccnb1","Urinary bladder|Tremor|Viability Outcome|Outcome","268697"
"Ccnb1ip1","Testis - MPATH pathological entity term|Center distance travelled|Epididymis - MPATH pathological process term|Lymph node|Ovary - MPATH pathological process term|Whole arena average speed|Gross Findings Female|Number of center entries|Gross Findings Male|Distance travelled - total|Testis - MPATH pathological process term|Whole arena resting time","239083"
"Ccnd2","BMC/Body weight|Fat/Body weight|Spleen weight|Mean cell volume|Bone Mineral Density (excluding skull)|Lean/Body weight|Area under glucose response curve|Skull shape|Body weight|Shape of spine|Trunk curl|Forelimb grip strength normalised against body weight|Iron|Fasted blood glucose concentration|Testes|Forelimb and hindlimb grip strength normalised against body weight|Alkaline phosphatase|Periphery distance travelled","12444"
"Ccno","Spleen|Kidney","218630"
"Ccnq","Viability Outcome|Embryo Size|Outcome|Delayed embryonic development","69109"
"Ccnt1","Viability Outcome","12455"
"Ccnt2","Responsive to tactile stimuli|Left total retinal thickness|Right total retinal thickness|Gross Findings Female|Right outer nuclear layer|Gross Findings Male|Skin color - tail|Left outer nuclear layer","72949"
"Ccpg1","Pancreas|UIBC (unsaturated iron binding capacity)|Lipase|Alpha-amylase","72278"
"Ccpg1os","% Pre-pulse inhibition - PPI3","546143"
"Ccr2","Monocyte cell count|Heart|Monocyte differential count","12772"
"Ccr6","Spleen|HR|RR","12458"
"Ccr8","% Pre-pulse inhibition - PPI3|Cue Baseline % Freezing Time|Eye with optic nerve|Difference in Context and Conditioning Baseline % Freezing|Uterus","12776"
"Ccr9","BMC/Body weight|Bone Mineral Content (excluding skull)","12769"
"Ccsap","Distance travelled - total|Whole arena resting time|Whole arena average speed","73420"
"Cct3","Lens Opacity|Locomotor activity|Outcome|Number of rears - total","12462"
"Cct5","Embryo Size|Delayed embryonic development|Outcome","12465"
"Cct7","Viability Outcome|Outcome","12468"
"Cd160","Mean platelet volume|Triglycerides","54215"
"Cd163","Area under glucose response curve","93671"
"Cd19","Neutrophil differential count|Monocyte differential count|Right vitreous humor thickness|Monocyte cell count|Phosphorus|Lymphocyte differential count","12478"
"Cd200r4","Liver weight|Kidney","239849"
"Cd209e","Glucose|Platelet count","170780"
"Cd22","Neutrophil differential count|Uterus|Whole arena resting time|Lymphocyte differential count","12483"
"Cd226","Potassium|Platelet count|Mean platelet volume","225825"
"Cd248","Testes|Body length|Skin|Spleen","70445"
"Cd276","Percentage center movement time|Center distance travelled|Periphery resting time","102657"
"Cd2ap","Forelimb and hindlimb grip strength measurement mean","12488"
"Cd300a","Retina (combined)|Whole arena resting time|Eosinophil differential count|Gait|Mean platelet volume","217303"
"Cd300c","Body length|Insulin|White blood cell count","140497"
"Cd300c","Body length|Insulin|White blood cell count","387565"
"Cd300e","Heart|Glucose|Epididymis","217306"
"Cd300ld2","Lean mass|Free fatty acids|Aspartate aminotransferase|Mean platelet volume|Creatine kinase","629970"
"Cd300lg","Lean mass|HDL-cholesterol|Pelvis|Total food intake|Bone Mineral Content (excluding skull)|Total cholesterol","52685"
"Cd320","Forelimb grip strength normalised against body weight|Forelimb grip strength measurement mean","54219"
"Cd33","Mean corpuscular hemoglobin|Fasted blood glucose concentration","12489"
"Cd36","Heart|Spleen|Skin|Heart weight|Brain|Fasted blood glucose concentration|Liver|Triglycerides|Eye Hemorrhage or Blood Presence|QT","12491"
"Cd3eap","Spleen weight|Outcome","70333"
"Cd40","Monocyte differential count|Glucose|Monocyte cell count","21939"
"Cd40","Monocyte differential count|Glucose|Monocyte cell count","21947"
"Cd5","Skin|Spleen|Body length|Spleen weight|Glucose|Uterus","12507"
"Cd55b","Glycerol|Respiratory Exchange Ratio|Platelet count","13137"
"Cd5l","Hindlimb nail - length|Locomotor activity|Bone Mineral Density (excluding skull)","11801"
"Cd74","Monocyte differential count|Basophil differential count|Lymphocyte cell count|Spleen weight|Lymphocyte differential count|Neutrophil differential count|White blood cell count","16149"
