"marker_symbol","impc_significant_procedure_name","gene_id"
"Clrn2","Body Composition (DEXA lean/fat)|Auditory Brain Stem Response|Heart Weight|Acoustic Startle and Pre-pulse Inhibition (PPI)","624224"
"Clspn","Viability Primary Screen","269582"
"Clstn1","Eye Morphology|Hematology|Open Field","65945"
"Clstn2","Combined SHIRPA and Dysmorphology|Open Field - centre start","64085"
"Clstn3","Combined SHIRPA and Dysmorphology|Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)|Open Field","232370"
"Clu","Combined SHIRPA and Dysmorphology","12759"
"Cluh","Gross Pathology and Tissue Collection|Combined SHIRPA and Dysmorphology|Immunophenotyping|Gross Morphology Embryo E18.5|X-ray","74148"
"Clvs1","Tail Suspension|Sleep Wake|Body Composition (DEXA lean/fat)|Clinical Chemistry","74438"
"Cmas","Clinical Chemistry|Combined SHIRPA and Dysmorphology|Histopathology|Viability Primary Screen","12764"
"Cmbl","Hematology|Clinical Chemistry","69574"
"Cmip","Viability Primary Screen","74440"
"Cmpk1","Clinical Chemistry|Viability Primary Screen|Gross Pathology and Tissue Collection","66588"
"Cmpk2","Clinical Chemistry|Open Field|Body Composition (DEXA lean/fat)|Organ Weight|Echo","22169"
"Cmtm5","Body Composition (DEXA lean/fat)|Clinical Chemistry|Hematology","67272"
"Cmtr1","Viability Primary Screen|Viability E9.5 Secondary Screen|Light-Dark Test","74157"
"Cmtr2","Gross Morphology Embryo E9.5|Light-Dark Test|Body Composition (DEXA lean/fat)|Viability Primary Screen","234728"
"Cmya5","Light-Dark Test","76469"
"Cnbd1","Intraperitoneal glucose tolerance test (IPGTT)","435772"
"Cnbp","Viability Primary Screen|Sleep Wake|Gross Morphology Embryo E12.5|Gross Morphology Embryo E18.5","12785"
"Cndp2","Gross Pathology and Tissue Collection|Acoustic Startle and Pre-pulse Inhibition (PPI)|Hole-board Exploration","66054"
"Cnep1r1","Viability Primary Screen|Viability E18.5 Secondary Screen|Light-Dark Test|Viability E12.5 Secondary Screen","382030"
"Cnga2","Hematology","12789"
"Cnga3","Gross Pathology and Tissue Collection","12790"
"Cnih2","Open Field - centre start|Body Composition (DEXA lean/fat)|Hole-board Exploration","12794"
"Cnih3","Body Composition (DEXA lean/fat)|Clinical Chemistry","72978"
"Cnksr1","Organ Weight","194231"
"Cnksr2","Open Field - centre start|Light-Dark Test|Hole-board Exploration","245684"
"Cnnm2","Body Composition (DEXA lean/fat)|Gross Morphology Embryo E14.5-E15.5|Gross Pathology and Tissue Collection|Viability Primary Screen|Open Field|Acoustic Startle and Pre-pulse Inhibition (PPI)","94219"
"Cnot10","Viability Primary Screen|Gross Morphology Embryo E9.5","78893"
"Cnot4","Clinical Chemistry|Body Composition (DEXA lean/fat)|Viability Primary Screen","53621"
"Cnot6","Hematology|Viability Primary Screen","104625"
"Cnot7","Open Field|Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)|Fertility of Homozygous Knock-out Mice|Hematology","18983"
"Cnp","Acoustic Startle and Pre-pulse Inhibition (PPI)|Hematology","12799"
"Cnp","Acoustic Startle and Pre-pulse Inhibition (PPI)|Hematology","110598"
"Cnppd1","Acoustic Startle and Pre-pulse Inhibition (PPI)|Combined SHIRPA and Dysmorphology","69171"
"Cnpy1","Clinical Chemistry","269637"
"Cnpy2","X-ray|Gross Pathology and Tissue Collection|Gross Morphology Embryo E18.5|Hematology","56530"
"Cnr1","Open Field|Gross Pathology and Tissue Collection|Viability Primary Screen|Gross Morphology Embryo E14.5-E15.5","12801"
"Cnr1","Open Field|Gross Pathology and Tissue Collection|Viability Primary Screen|Gross Morphology Embryo E14.5-E15.5","12936"
"Cnr1","Open Field|Gross Pathology and Tissue Collection|Viability Primary Screen|Gross Morphology Embryo E14.5-E15.5","100384868"
"Cnr2","Acoustic Startle and Pre-pulse Inhibition (PPI)|Gross Pathology and Tissue Collection|Hematology","12802"
"Cnr2","Acoustic Startle and Pre-pulse Inhibition (PPI)|Gross Pathology and Tissue Collection|Hematology","12937"
"Cntd1","Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)|Open Field|Fertility of Homozygous Knock-out Mice","68107"
"Cntfr","Viability Primary Screen","12804"
"Cntn3","Clinical Chemistry|Echo","18488"
"Cntn5","Open Field|Fear Conditioning|Light-Dark Test|Gross Pathology and Tissue Collection","244682"
"Cntn6","Body Composition (DEXA lean/fat)|Clinical Chemistry","53870"
"Cntnap3","Light-Dark Test","238680"
"Cntnap5a","Body Composition (DEXA lean/fat)|Heart Weight","636808"
"Coa5","Gross Pathology and Tissue Collection|Viability E12.5 Secondary Screen|Gross Morphology Embryo E9.5|Viability E9.5 Secondary Screen","76178"
"Coa6","Viability E9.5 Secondary Screen|Gross Pathology and Tissue Collection|X-ray","67892"
"Coasy","Clinical Chemistry","71743"
"Cog1","Body Composition (DEXA lean/fat)","16834"
"Cog2","Viability Primary Screen","76332"
"Cog3","Eye Morphology|Body Composition (DEXA lean/fat)|Viability Primary Screen","338337"
"Cog4","Body Composition (DEXA lean/fat)|Viability E9.5 Secondary Screen","102339"
"Cog6","Hematology|X-ray|Body Composition (DEXA lean/fat)|Combined SHIRPA and Dysmorphology|Clinical Chemistry|Grip Strength|Eye Morphology","67542"
"Cog7","Eye Morphology|Viability E9.5 Secondary Screen|Viability Primary Screen","233824"
"Cog8","Viability Primary Screen|Viability E9.5 Secondary Screen","97484"
"Col11a1","Gross Morphology Embryo E18.5|Light-Dark Test|Acoustic Startle and Pre-pulse Inhibition (PPI)","12814"
"Col11a2","Acoustic Startle and Pre-pulse Inhibition (PPI)|Clinical Chemistry|Echo","12815"
"Col14a1","Intraperitoneal glucose tolerance test (IPGTT)","12818"
"Col16a1","Grip Strength|Body Composition (DEXA lean/fat)|Eye Morphology","107581"
"Col17a1","Gross Pathology and Tissue Collection","12821"
"Col18a1","Eye Morphology|Clinical Chemistry|Plasma Chemistry|Light-Dark Test|Intraperitoneal glucose tolerance test (IPGTT)|Open Field - centre start","12822"
"Col1a2","Clinical Chemistry|Body Composition (DEXA lean/fat)|Grip Strength|Hematology|Acoustic Startle and Pre-pulse Inhibition (PPI)|Gross Pathology and Tissue Collection|X-ray|Heart Weight|Organ Weight|Echo|Histopathology|Eye Morphology","12843"
"Col20a1","Electrocardiogram (ECG)","73368"
"Col24a1","Grip Strength|Body Composition (DEXA lean/fat)|Clinical Chemistry","71355"
"Col26a1","Hematology|Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)","140709"
"Col27a1","Gross Morphology Embryo E14.5-E15.5|Viability Primary Screen|Gross Pathology and Tissue Collection|Gross Morphology Placenta E14.5-E15.5|Light-Dark Test|Fear Conditioning|Body Composition (DEXA lean/fat)","373864"
"Col4a2","Clinical Chemistry|Viability Primary Screen","12827"
"Col4a3","Eye Morphology|Clinical Chemistry|Hematology","12828"
"Col4a4","Eye Morphology","12829"
"Col4a5","Body Composition (DEXA lean/fat)|Hematology|Gross Pathology and Tissue Collection|Clinical Chemistry|Organ Weight|Intraperitoneal glucose tolerance test (IPGTT)","12830"
"Col6a2","Grip Strength","12834"
"Col6a3","Grip Strength|Body Composition (DEXA lean/fat)|Light-Dark Test|Hematology","12835"
"Col8a1","Open Field","12837"
"Col9a2","Auditory Brain Stem Response|X-ray|Combined SHIRPA and Dysmorphology|Clinical Chemistry","12840"
"Col9a3","Gross Pathology and Tissue Collection|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)","12841"
"Colca2","Body Composition (DEXA lean/fat)|Open Field|Acoustic Startle and Pre-pulse Inhibition (PPI)|Electrocardiogram (ECG)|Grip Strength|Histopathology|Fertility of Homozygous Knock-out Mice|Intraperitoneal glucose tolerance test (IPGTT)|X-ray","100502940"
"Colec10","Open Field|X-ray|Gross Pathology and Tissue Collection|Grip Strength|Body Composition (DEXA lean/fat)","239447"
"Colec12","Fear Conditioning|Acoustic Startle and Pre-pulse Inhibition (PPI)|Insulin Blood Level|Gross Pathology and Tissue Collection","140792"
"Commd10","Viability Primary Screen","69456"
"Commd9","Hematology|Echo|Intraperitoneal glucose tolerance test (IPGTT)|Clinical Chemistry|Viability Primary Screen","76501"
"Comt","Grip Strength|Open Field|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Echo","12846"
"Comt","Grip Strength|Open Field|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Echo","791260"
"Copb2","Body Composition (DEXA lean/fat)|Viability E18.5 Secondary Screen|Open Field|Acoustic Startle and Pre-pulse Inhibition (PPI)|Eye Morphology","50797"
"Cops7a","Gross Pathology and Tissue Collection|Open Field|Acoustic Startle and Pre-pulse Inhibition (PPI)|Intraperitoneal glucose tolerance test (IPGTT)|Organ Weight|Heart Weight|Fertility of Homozygous Knock-out Mice","26894"
"Coq2","Body Composition (DEXA lean/fat)|Organ Weight|Viability Primary Screen|Viability E12.5 Secondary Screen","71883"
"Coq3","Grip Strength|Combined SHIRPA and Dysmorphology|Viability E9.5 Secondary Screen|Viability Primary Screen","230027"
"Coq4","Viability Primary Screen|Clinical Chemistry","227683"
"Coq6","Gross Morphology Embryo E9.5|Viability Primary Screen|Viability E12.5 Secondary Screen|Eye Morphology|Clinical Chemistry","217707"
"Coq7","Viability Primary Screen","12850"
"Coq8b","Viability Primary Screen|Body Composition (DEXA lean/fat)|Viability E9.5 Secondary Screen|Viability E12.5 Secondary Screen|Open Field - centre start","76889"
"Coro6","Clinical Chemistry|Body Composition (DEXA lean/fat)","216961"
"Cotl1","Eye Morphology|Combined SHIRPA and Dysmorphology","72042"
"Cox15","Viability Primary Screen|Gross Pathology and Tissue Collection|Viability E9.5 Secondary Screen|Viability E12.5 Secondary Screen","226139"
"Cox16","Viability Primary Screen|Viability E9.5 Secondary Screen","66272"
"Cox18","Gross Morphology Embryo E9.5|Viability E18.5 Secondary Screen|Viability E12.5 Secondary Screen|Viability Primary Screen","231430"
"Cox19","Gross Pathology and Tissue Collection|Clinical Chemistry|Histopathology|Viability E9.5 Secondary Screen|Viability E12.5 Secondary Screen","68033"
"Cox20","Eye Morphology|Gross Pathology and Tissue Collection|Viability E9.5 Secondary Screen|Viability E14.5-E15.5 Secondary Screen","66359"
"Cox20","Eye Morphology|Gross Pathology and Tissue Collection|Viability E9.5 Secondary Screen|Viability E14.5-E15.5 Secondary Screen","115486470"
"Cox4i1","Viability E12.5 Secondary Screen|Combined SHIRPA and Dysmorphology|Viability E9.5 Secondary Screen|Histopathology","12857"
"Cox5b","Clinical Chemistry|Gross Morphology Embryo E12.5|Combined SHIRPA and Dysmorphology|Gross Morphology Embryo E18.5|Viability E14.5-E15.5 Secondary Screen","12859"
"Cox6b1","Gross Pathology and Tissue Collection|X-ray|Gross Morphology Embryo E12.5","110323"
"Cox7a1","Hematology|Histopathology","12865"
"Cox7c","Intraperitoneal glucose tolerance test (IPGTT)|Gross Morphology Embryo E14.5-E15.5|Gross Morphology Embryo E12.5|Gross Morphology Placenta E12.5|Body Composition (DEXA lean/fat)|Viability Primary Screen|Viability E18.5 Secondary Screen|Gross Morphology Placenta E14.5-E15.5|Clinical Chemistry","12867"
"Cox8a","Clinical Chemistry|Open Field|Eye Morphology|Grip Strength","12868"
"Cp","Clinical Chemistry|Hematology|Sleep Wake","12870"
"Cp","Clinical Chemistry|Hematology|Sleep Wake","21379"
"Cp","Clinical Chemistry|Hematology|Sleep Wake","51786"
"Cp","Clinical Chemistry|Hematology|Sleep Wake","104029"
"Cp","Clinical Chemistry|Hematology|Sleep Wake","235415"
"Cp","Clinical Chemistry|Hematology|Sleep Wake","268373"
"Cpa1","Hematology","109697"
"Cpa2","Fertility of Homozygous Knock-out Mice|Eye Morphology|Clinical Chemistry","232680"
"Cpa3","Gross Pathology and Tissue Collection","12873"
"Cpb1","Hematology|Clinical Chemistry","76703"
"Cpd","Intraperitoneal glucose tolerance test (IPGTT)","12874"
"Cpe","Clinical Chemistry|Grip Strength|Open Field|Combined SHIRPA and Dysmorphology|Hematology|Indirect Calorimetry|Intraperitoneal glucose tolerance test (IPGTT)|Fertility of Homozygous Knock-out Mice|Echo","12740"
"Cpe","Clinical Chemistry|Grip Strength|Open Field|Combined SHIRPA and Dysmorphology|Hematology|Indirect Calorimetry|Intraperitoneal glucose tolerance test (IPGTT)|Fertility of Homozygous Knock-out Mice|Echo","12876"
"Cpeb4","Gross Pathology and Tissue Collection|Hematology|Acoustic Startle and Pre-pulse Inhibition (PPI)|Clinical Chemistry","67579"
"Cpgi11865","Body Composition (DEXA lean/fat)|Clinical Chemistry|Hematology",NA
"Cpgi1230","Hematology",NA
"Cpgi15344","Clinical Chemistry|Body Composition (DEXA lean/fat)|Hematology",NA
"Cpgi15497","Intraperitoneal glucose tolerance test (IPGTT)",NA
"Cpgi19279","Clinical Chemistry",NA
"Cpgi23001","Clinical Chemistry",NA
"Cpgi399","Hematology|Clinical Chemistry",NA
"Cpgi5176","Clinical Chemistry|Body Composition (DEXA lean/fat)",NA
"Cpgi5563","Clinical Chemistry|Viability Primary Screen|Intraperitoneal glucose tolerance test (IPGTT)|Body Composition (DEXA lean/fat)",NA
"Cpgi81","Clinical Chemistry|Hematology",NA
"Cplane1","Gross Morphology Embryo E12.5","73692"
"Cpn1","Grip Strength","93721"
"Cpne5","Gross Pathology and Tissue Collection","240058"
"Cpne7","Hematology|Clinical Chemistry|Body Composition (DEXA lean/fat)|Fear Conditioning|Gross Pathology and Tissue Collection","102278"
"Cpox","Open Field","12892"
"Cps1","Clinical Chemistry|Hematology|Open Field|Viability Primary Screen","227231"
"Cpsf1","Light-Dark Test","94230"
"Cpsf3","Viability E14.5-E15.5 Secondary Screen|Viability Primary Screen|Body Composition (DEXA lean/fat)|Viability E9.5 Secondary Screen","54451"
"Cpsf4l","Body Composition (DEXA lean/fat)","52670"
"Cpsf7","Eye Morphology|Body Composition (DEXA lean/fat)","269061"
"Cpt1a","Clinical Chemistry|Hematology|Body Composition (DEXA lean/fat)","12894"
"Cpt1c","Open Field|Body Composition (DEXA lean/fat)|Gross Pathology and Tissue Collection|Acoustic Startle and Pre-pulse Inhibition (PPI)|Organ Weight","78070"
"Cpt2","X-ray|Clinical Chemistry|Viability Primary Screen|Insulin Blood Level","12896"
"Cpvl","Gross Pathology and Tissue Collection|Clinical Chemistry|Hematology","71287"
"Cpxm1","Clinical Chemistry","56264"
"Cr1l","Grip Strength|Viability Primary Screen|Gross Morphology Embryo E9.5|Viability E12.5 Secondary Screen|Eye Morphology","12946"
"Crabp1","Clinical Chemistry|Hematology|Eye Morphology|Gross Pathology and Tissue Collection","12903"
"Crabp2","Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)|Heart Weight","12904"
"Cracd","Acoustic Startle and Pre-pulse Inhibition (PPI)|Combined SHIRPA and Dysmorphology|Open Field - centre start","320827"
"Cracdl","Clinical Chemistry","72097"
"Cracr2a","Clinical Chemistry","213573"
"Cracr2a","Clinical Chemistry","381812"
"Cramp1l","Acoustic Startle and Pre-pulse Inhibition (PPI)|Gross Morphology Embryo E18.5|Gross Morphology Embryo E12.5|Gross Morphology Placenta E12.5","57354"
"Crb2","Viability Primary Screen|Eye Morphology|Combined SHIRPA and Dysmorphology|Clinical Chemistry","241324"
"Crbn","Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)|Acoustic Startle and Pre-pulse Inhibition (PPI)","58799"
"Crcp","Body Composition (DEXA lean/fat)|Viability Primary Screen|Viability E9.5 Secondary Screen","12909"
"Creb3","Open Field|Viability Primary Screen|Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)|Insulin Blood Level","12913"
"Creb3l1","Body Composition (DEXA lean/fat)|Clinical Chemistry","26427"
"Crebzf","Grip Strength","233490"
"Creg2","Body Composition (DEXA lean/fat)|Intraperitoneal glucose tolerance test (IPGTT)|Electrocardiogram (ECG)|Grip Strength","263764"
"Creld2","Fertility of Homozygous Knock-out Mice","76737"
"Crim1","Hematology|Combined SHIRPA and Dysmorphology|Viability Primary Screen","50766"
"Crip1","Clinical Chemistry|Hematology","12925"
"Crip2","Clinical Chemistry","68337"
"Cript","Viability E12.5 Secondary Screen|Grip Strength|Viability Primary Screen","56724"
"Crisp2","Gross Pathology and Tissue Collection","22024"
"Crisp3","Eye Morphology","11572"
"Crispld2","Gross Morphology Embryo E14.5-E15.5|Body Composition (DEXA lean/fat)|Clinical Chemistry|Viability E14.5-E15.5 Secondary Screen","78892"
"Crlf2","Gross Pathology and Tissue Collection|Clinical Chemistry|Hematology","57914"
"Crlf3","Hematology|Body Composition (DEXA lean/fat)|Clinical Chemistry","54394"
"Crls1","Viability Primary Screen","66586"
"Crot","Auditory Brain Stem Response|Combined SHIRPA and Dysmorphology|Body Weight","74114"
"Crppa","Clinical Chemistry|Hematology","75847"
"Crtac1","Combined SHIRPA and Dysmorphology","72832"
"Crtc3","Viability Primary Screen|Eye Morphology","70461"
"Crx","Electrocardiogram (ECG)|Intraperitoneal glucose tolerance test (IPGTT)|Gross Pathology and Tissue Collection","12951"
"Crx","Electrocardiogram (ECG)|Intraperitoneal glucose tolerance test (IPGTT)|Gross Pathology and Tissue Collection","546024"
"Cry1","Hematology","12952"
"Cryab","Clinical Chemistry","12955"
"Crybb3","Gross Pathology and Tissue Collection|Organ Weight","12962"
"Crybg1","Acoustic Startle and Pre-pulse Inhibition (PPI)|Viability E12.5 Secondary Screen|Body Composition (DEXA lean/fat)|Hematology|Gross Pathology and Tissue Collection|Combined SHIRPA and Dysmorphology","11630"
"Crygc","Gross Pathology and Tissue Collection","12966"
"Cryge","Acoustic Startle and Pre-pulse Inhibition (PPI)","12968"
"Crygn","Gross Pathology and Tissue Collection","214301"
"Crym","Sleep Wake|Combined SHIRPA and Dysmorphology","12971"
"Cs","Combined SHIRPA and Dysmorphology|Open Field|Grip Strength|Clinical Chemistry","12848"
"Cs","Combined SHIRPA and Dysmorphology|Open Field|Grip Strength|Clinical Chemistry","12974"
"Cs","Combined SHIRPA and Dysmorphology|Open Field|Grip Strength|Clinical Chemistry","12992"
"Cs","Combined SHIRPA and Dysmorphology|Open Field|Grip Strength|Clinical Chemistry","12993"
"Cs","Combined SHIRPA and Dysmorphology|Open Field|Grip Strength|Clinical Chemistry","12994"
"Cs","Combined SHIRPA and Dysmorphology|Open Field|Grip Strength|Clinical Chemistry","13669"
